,nature,type,id,description,cwe_counts,repos
120,MemberOf,category,981,SFP Secondary Cluster: Path Traversal,180,"['PyTorchCV', 'mindsdb', 'litellm', 'deepface', 'open-webui', 'xcessiv', 'mlflow', 'joliGEN', 'DIGITS', 'pytorch-lightning', 'danswerai', 'streamlit', 'aim', 'PyTorchCV', 'mindsdb', 'litellm', 'deepface', 'open-webui', 'xcessiv', 'mlflow', 'joliGEN', 'DIGITS', 'pytorch-lightning', 'danswerai', 'streamlit', 'aim', 'PyTorchCV', 'mindsdb', 'litellm', 'deepface', 'open-webui', 'xcessiv', 'mlflow', 'joliGEN', 'DIGITS', 'pytorch-lightning', 'danswerai', 'streamlit', 'aim', 'PyTorchCV', 'mindsdb', 'litellm', 'deepface', 'open-webui', 'xcessiv', 'mlflow', 'joliGEN', 'DIGITS', 'pytorch-lightning', 'danswerai', 'streamlit', 'aim']"
121,MemberOf,category,985,SFP Secondary Cluster: Unrestricted Consumption,35,"['ray', 'deeplake', 'catboost', 'litellm', 'langflow', 'open-webui', 'scikit-learn-intelex', 'numpy', 'transformers', 'DIGITS', 'danswerai', 'streamlit', 'gensim', 'ray', 'deeplake', 'catboost', 'litellm', 'langflow', 'open-webui', 'scikit-learn-intelex', 'numpy', 'transformers', 'DIGITS', 'danswerai', 'streamlit', 'gensim', 'ray', 'deeplake', 'catboost', 'litellm', 'langflow', 'open-webui', 'scikit-learn-intelex', 'numpy', 'transformers', 'DIGITS', 'danswerai', 'streamlit', 'gensim']"
122,MemberOf,category,990,SFP Secondary Cluster: Tainted Input to Command,76,"['PyTorchCV', 'mindsdb', 'deepface', 'machine-learning', 'mlflow', 'cornac', 'pytorch', 'face_recognition', 'superset', 'DIGITS', 'open-webui', 'cornac', 'catboost', 'catboost', 'PyTorchCV', 'mindsdb', 'litellm', 'deepface', 'open-webui', 'xcessiv', 'mlflow', 'joliGEN', 'DIGITS', 'pytorch-lightning', 'danswerai', 'streamlit', 'aim']"
123,MemberOf,category,991,SFP Secondary Cluster: Tainted Input to Environment,3,"['open-webui', 'cornac']"
124,MemberOf,category,992,SFP Secondary Cluster: Faulty Input Transformation,19,"['PyTorchCV', 'mindsdb', 'catboost', 'deepface', 'open-webui', 'machine-learning', 'mlflow', 'cornac', 'pytorch', 'PyTorchCV', 'mindsdb', 'catboost', 'deepface', 'open-webui', 'machine-learning', 'mlflow', 'cornac', 'pytorch', 'PyTorchCV', 'mindsdb', 'catboost', 'deepface', 'open-webui', 'machine-learning', 'mlflow', 'cornac', 'pytorch']"
125,MemberOf,category,994,SFP Secondary Cluster: Tainted Input to Variable,120,"['spammy', 'mindsdb', 'pytensor', 'catboost', 'ViZDoom', 'rasa', 'pattern', 'AutoViz', 'numpy', 'nalp', 'pytorch', 'Auto_ViML', 'danswerai', 'spammy', 'mindsdb', 'pytensor', 'catboost', 'ViZDoom', 'rasa', 'pattern', 'AutoViz', 'numpy', 'nalp', 'pytorch', 'Auto_ViML', 'danswerai', 'superset', 'mars', 'ray', 'spammy', 'mindsdb', 'pytensor', 'catboost', 'ViZDoom', 'rasa', 'pattern', 'AutoViz', 'numpy', 'nalp', 'pytorch', 'Auto_ViML', 'danswerai', 'spammy', 'mindsdb', 'pytensor', 'catboost', 'ViZDoom', 'rasa', 'pattern', 'AutoViz', 'numpy', 'nalp', 'pytorch', 'Auto_ViML', 'danswerai', 'spammy', 'mindsdb', 'pytensor', 'catboost', 'ViZDoom', 'rasa', 'pattern', 'AutoViz', 'numpy', 'nalp', 'pytorch', 'Auto_ViML', 'danswerai']"
126,MemberOf,category,1002,SFP Secondary Cluster: Unexpected Entry Points,8,"['mindsdb', 'evidently', 'caffe', 'xcessiv', 'bokeh', 'face_recognition', 'CompreFace']"
127,MemberOf,category,1005,7PK - Input Validation and Representation,176,"['spammy', 'mindsdb', 'pytensor', 'catboost', 'ViZDoom', 'rasa', 'pattern', 'AutoViz', 'numpy', 'nalp', 'pytorch', 'Auto_ViML', 'danswerai', 'PyTorchCV', 'mindsdb', 'deepface', 'machine-learning', 'mlflow', 'cornac', 'pytorch', 'spammy', 'mindsdb', 'pytensor', 'catboost', 'ViZDoom', 'rasa', 'pattern', 'AutoViz', 'numpy', 'nalp', 'pytorch', 'Auto_ViML', 'danswerai', 'spammy', 'mindsdb', 'pytensor', 'catboost', 'ViZDoom', 'rasa', 'pattern', 'AutoViz', 'numpy', 'nalp', 'pytorch', 'Auto_ViML', 'danswerai', 'spammy', 'mindsdb', 'pytensor', 'catboost', 'ViZDoom', 'rasa', 'pattern', 'AutoViz', 'numpy', 'nalp', 'pytorch', 'Auto_ViML', 'danswerai', 'PyTorchCV', 'mindsdb', 'litellm', 'deepface', 'open-webui', 'xcessiv', 'mlflow', 'joliGEN', 'DIGITS', 'pytorch-lightning', 'danswerai', 'streamlit', 'aim', 'spammy', 'mindsdb', 'pytensor', 'catboost', 'ViZDoom', 'rasa', 'pattern', 'AutoViz', 'numpy', 'nalp', 'pytorch', 'Auto_ViML', 'danswerai']"
128,MemberOf,category,1006,Bad Coding Practices,8,"['mindsdb', 'evidently', 'caffe', 'xcessiv', 'bokeh', 'face_recognition', 'CompreFace']"
129,MemberOf,category,1009,Audit,138,"['DI-engine', 'ray', 'catboost', 'litellm', 'open-webui', 'bokeh', 'mlflow', 'cortex', 'typer', 'xgboost', 'determined', 'streamlit', 'aim']"
130,MemberOf,category,1010,Authenticate Actors,12,"['ray', 'catboost', 'litellm', 'couler', 'determined', 'streamlit']"
131,MemberOf,category,1011,Authorize Actors,157,"['mindsdb', 'DI-engine', 'ray', 'catboost', 'litellm', 'langflow', 'open-webui', 'bokeh', 'mlflow', 'feast', 'cortex', 'typer', 'xgboost', 'determined', 'streamlit', 'aim', 'mindsdb', 'DI-engine', 'ray', 'catboost', 'litellm', 'langflow', 'open-webui', 'bokeh', 'mlflow', 'feast', 'cortex', 'typer', 'xgboost', 'determined', 'streamlit', 'aim']"
132,MemberOf,category,1013,Encrypt Data,212,"['mindsdb', 'DI-engine', 'ray', 'catboost', 'litellm', 'langflow', 'open-webui', 'bokeh', 'mlflow', 'feast', 'cortex', 'typer', 'xgboost', 'determined', 'streamlit', 'aim', 'mindsdb', 'ray', 'catboost', 'langflow', 'mlflow', 'feast', 'determined', 'mindsdb', 'DI-engine', 'ray', 'catboost', 'litellm', 'langflow', 'open-webui', 'bokeh', 'mlflow', 'feast', 'cortex', 'typer', 'xgboost', 'determined', 'streamlit', 'aim', 'mindsdb', 'ray', 'catboost', 'litellm', 'couler', 'determined', 'streamlit', 'ray', 'catboost', 'litellm', 'couler', 'determined', 'streamlit', 'mindsdb', 'ray', 'catboost', 'litellm', 'couler', 'determined', 'streamlit', 'mindsdb', 'ray', 'catboost', 'litellm', 'couler', 'determined', 'streamlit']"
133,MemberOf,category,1014,Identify Actors,6,"['catboost', 'ray']"
134,MemberOf,category,1015,Limit Access,123,"['mindsdb', 'ray', 'catboost', 'deepface', 'ColossalAI', 'litellm', 'open-webui', 'machine-learning', 'superset', 'evidently', 'pytorch', 'joliGEN', 'DIGITS', 'blaze', 'danswerai', 'PyTorchCV', 'mindsdb', 'litellm', 'deepface', 'open-webui', 'xcessiv', 'mlflow', 'joliGEN', 'DIGITS', 'pytorch-lightning', 'danswerai', 'streamlit', 'aim']"
135,MemberOf,category,1019,Validate Inputs,195,"['spammy', 'mindsdb', 'pytensor', 'catboost', 'ViZDoom', 'rasa', 'pattern', 'AutoViz', 'numpy', 'nalp', 'pytorch', 'Auto_ViML', 'danswerai', 'PyTorchCV', 'mindsdb', 'deepface', 'machine-learning', 'mlflow', 'cornac', 'pytorch', 'spammy', 'mindsdb', 'pytensor', 'catboost', 'ViZDoom', 'rasa', 'pattern', 'AutoViz', 'numpy', 'nalp', 'pytorch', 'Auto_ViML', 'danswerai', 'face_recognition', 'superset', 'DIGITS', 'open-webui', 'cornac', 'open-webui', 'cornac', 'superset', 'mars', 'ray', 'spammy', 'mindsdb', 'pytensor', 'catboost', 'ViZDoom', 'rasa', 'pattern', 'AutoViz', 'numpy', 'nalp', 'pytorch', 'Auto_ViML', 'danswerai', 'spammy', 'mindsdb', 'pytensor', 'catboost', 'ViZDoom', 'rasa', 'pattern', 'AutoViz', 'numpy', 'nalp', 'pytorch', 'Auto_ViML', 'danswerai', 'PyTorchCV', 'mindsdb', 'litellm', 'deepface', 'open-webui', 'xcessiv', 'mlflow', 'joliGEN', 'DIGITS', 'pytorch-lightning', 'danswerai', 'streamlit', 'aim', 'spammy', 'mindsdb', 'pytensor', 'catboost', 'ViZDoom', 'rasa', 'pattern', 'AutoViz', 'numpy', 'nalp', 'pytorch', 'Auto_ViML', 'danswerai']"
136,MemberOf,category,1029,OWASP Top Ten 2017 Category A3 - Sensitive Data Exposure,356,"['catboost', 'ray', 'mindsdb', 'DI-engine', 'ray', 'catboost', 'litellm', 'langflow', 'open-webui', 'bokeh', 'mlflow', 'feast', 'cortex', 'typer', 'xgboost', 'determined', 'streamlit', 'aim', 'mindsdb', 'DI-engine', 'ray', 'catboost', 'litellm', 'langflow', 'open-webui', 'bokeh', 'mlflow', 'feast', 'cortex', 'typer', 'xgboost', 'determined', 'streamlit', 'aim', 'mindsdb', 'DI-engine', 'ray', 'catboost', 'litellm', 'langflow', 'open-webui', 'bokeh', 'mlflow', 'feast', 'cortex', 'typer', 'xgboost', 'determined', 'streamlit', 'aim', 'mindsdb', 'DI-engine', 'ray', 'catboost', 'litellm', 'langflow', 'open-webui', 'bokeh', 'mlflow', 'feast', 'cortex', 'typer', 'xgboost', 'determined', 'streamlit', 'aim', 'mindsdb', 'ray', 'catboost', 'litellm', 'couler', 'determined', 'streamlit', 'ray', 'catboost', 'litellm', 'couler', 'determined', 'streamlit', 'mindsdb', 'ray', 'catboost', 'litellm', 'couler', 'determined', 'streamlit', 'mindsdb', 'ray', 'catboost', 'litellm', 'couler', 'determined', 'streamlit']"
137,MemberOf,category,1031,OWASP Top Ten 2017 Category A5 - Broken Access Control,45,"['PyTorchCV', 'mindsdb', 'litellm', 'deepface', 'open-webui', 'xcessiv', 'mlflow', 'joliGEN', 'DIGITS', 'pytorch-lightning', 'danswerai', 'streamlit', 'aim']"
138,MemberOf,category,1032,OWASP Top Ten 2017 Category A6 - Security Misconfiguration,78,"['mindsdb', 'ray', 'catboost', 'deepface', 'ColossalAI', 'litellm', 'open-webui', 'machine-learning', 'superset', 'evidently', 'pytorch', 'joliGEN', 'DIGITS', 'blaze', 'danswerai']"
139,MemberOf,category,1033,OWASP Top Ten 2017 Category A7 - Cross-Site Scripting (XSS),14,"['PyTorchCV', 'mindsdb', 'deepface', 'machine-learning', 'mlflow', 'cornac', 'pytorch']"
140,MemberOf,category,1034,OWASP Top Ten 2017 Category A8 - Insecure Deserialization,3,"['superset', 'mars', 'ray']"
141,MemberOf,category,1131,CISQ Quality Measures (2016) - Security,128,"['PyTorchCV', 'mindsdb', 'deepface', 'machine-learning', 'mlflow', 'cornac', 'pytorch', 'PyTorchCV', 'mindsdb', 'litellm', 'deepface', 'open-webui', 'xcessiv', 'mlflow', 'joliGEN', 'DIGITS', 'pytorch-lightning', 'danswerai', 'streamlit', 'aim', 'PyTorchCV', 'mindsdb', 'litellm', 'deepface', 'open-webui', 'xcessiv', 'mlflow', 'joliGEN', 'DIGITS', 'pytorch-lightning', 'danswerai', 'streamlit', 'aim', 'mindsdb', 'ray', 'catboost', 'litellm', 'couler', 'determined', 'streamlit', 'mindsdb', 'ray', 'catboost', 'litellm', 'couler', 'determined', 'streamlit', 'mindsdb', 'ray', 'catboost', 'litellm', 'couler', 'determined', 'streamlit']"
142,MemberOf,category,1134,SEI CERT Oracle Secure Coding Standard for Java - Guidelines 00. Input Validation and Data Sanitization (IDS),19,"['PyTorchCV', 'mindsdb', 'catboost', 'deepface', 'open-webui', 'machine-learning', 'mlflow', 'cornac', 'pytorch', 'PyTorchCV', 'mindsdb', 'catboost', 'deepface', 'open-webui', 'machine-learning', 'mlflow', 'cornac', 'pytorch', 'PyTorchCV', 'mindsdb', 'catboost', 'deepface', 'open-webui', 'machine-learning', 'mlflow', 'cornac', 'pytorch']"
143,MemberOf,category,1147,SEI CERT Oracle Secure Coding Standard for Java - Guidelines 13. Input Output (FIO),322,"['mindsdb', 'DI-engine', 'ray', 'catboost', 'litellm', 'langflow', 'open-webui', 'bokeh', 'mlflow', 'feast', 'cortex', 'typer', 'xgboost', 'determined', 'streamlit', 'aim', 'mindsdb', 'DI-engine', 'ray', 'catboost', 'litellm', 'langflow', 'open-webui', 'bokeh', 'mlflow', 'feast', 'cortex', 'typer', 'xgboost', 'determined', 'streamlit', 'aim', 'DI-engine', 'ray', 'catboost', 'litellm', 'open-webui', 'bokeh', 'mlflow', 'cortex', 'typer', 'xgboost', 'determined', 'streamlit', 'aim', 'tensorflow', 'mindsdb', 'DI-engine', 'nut', 'lightly', 'catboost', 'rasa', 'shogun', 'pytorch', 'gensim', 'transformers', 'python-timbl']"
144,MemberOf,category,1148,SEI CERT Oracle Secure Coding Standard for Java - Guidelines 14. Serialization (SER),38,"['superset', 'mars', 'ray', 'ray', 'deeplake', 'catboost', 'litellm', 'langflow', 'open-webui', 'scikit-learn-intelex', 'numpy', 'transformers', 'DIGITS', 'danswerai', 'streamlit', 'gensim', 'ray', 'deeplake', 'catboost', 'litellm', 'langflow', 'open-webui', 'scikit-learn-intelex', 'numpy', 'transformers', 'DIGITS', 'danswerai', 'streamlit', 'gensim', 'ray', 'deeplake', 'catboost', 'litellm', 'langflow', 'open-webui', 'scikit-learn-intelex', 'numpy', 'transformers', 'DIGITS', 'danswerai', 'streamlit', 'gensim']"
145,MemberOf,category,1152,SEI CERT Oracle Secure Coding Standard for Java - Guidelines 49. Miscellaneous (MSC),59,"['ray', 'deeplake', 'catboost', 'litellm', 'langflow', 'open-webui', 'scikit-learn-intelex', 'numpy', 'transformers', 'DIGITS', 'danswerai', 'streamlit', 'gensim', 'ray', 'deeplake', 'catboost', 'litellm', 'langflow', 'open-webui', 'scikit-learn-intelex', 'numpy', 'transformers', 'DIGITS', 'danswerai', 'streamlit', 'gensim', 'mindsdb', 'ray', 'catboost', 'litellm', 'couler', 'determined', 'streamlit', 'mindsdb', 'ray', 'catboost', 'litellm', 'couler', 'determined', 'streamlit', 'mindsdb', 'ray', 'catboost', 'litellm', 'couler', 'determined', 'streamlit', 'ray', 'deeplake', 'catboost', 'litellm', 'langflow', 'open-webui', 'scikit-learn-intelex', 'numpy', 'transformers', 'DIGITS', 'danswerai', 'streamlit', 'gensim']"
146,MemberOf,category,1163,SEI CERT C Coding Standard - Guidelines 09. Input Output (FIO),117,"['spammy', 'mindsdb', 'pytensor', 'catboost', 'ViZDoom', 'rasa', 'pattern', 'AutoViz', 'numpy', 'nalp', 'pytorch', 'Auto_ViML', 'danswerai', 'spammy', 'mindsdb', 'pytensor', 'catboost', 'ViZDoom', 'rasa', 'pattern', 'AutoViz', 'numpy', 'nalp', 'pytorch', 'Auto_ViML', 'danswerai', 'spammy', 'mindsdb', 'pytensor', 'catboost', 'ViZDoom', 'rasa', 'pattern', 'AutoViz', 'numpy', 'nalp', 'pytorch', 'Auto_ViML', 'danswerai', 'spammy', 'mindsdb', 'pytensor', 'catboost', 'ViZDoom', 'rasa', 'pattern', 'AutoViz', 'numpy', 'nalp', 'pytorch', 'Auto_ViML', 'danswerai', 'spammy', 'mindsdb', 'pytensor', 'catboost', 'ViZDoom', 'rasa', 'pattern', 'AutoViz', 'numpy', 'nalp', 'pytorch', 'Auto_ViML', 'danswerai']"
147,MemberOf,category,1169,SEI CERT C Coding Standard - Guidelines 14. Concurrency (CON),27,"['tensorflow', 'mindsdb', 'DI-engine', 'nut', 'lightly', 'catboost', 'rasa', 'shogun', 'pytorch', 'gensim', 'transformers', 'python-timbl']"
148,MemberOf,category,1170,SEI CERT C Coding Standard - Guidelines 48. Miscellaneous (MSC),24,"['mindsdb', 'ray', 'catboost', 'litellm', 'couler', 'determined', 'streamlit', 'mindsdb', 'ray', 'catboost', 'litellm', 'couler', 'determined', 'streamlit', 'mindsdb', 'ray', 'catboost', 'litellm', 'couler', 'determined', 'streamlit']"
149,MemberOf,category,1179,SEI CERT Perl Coding Standard - Guidelines 01. Input Validation and Data Sanitization (IDS),67,"['PyTorchCV', 'mindsdb', 'catboost', 'deepface', 'open-webui', 'machine-learning', 'mlflow', 'cornac', 'pytorch', 'open-webui', 'cornac', 'PyTorchCV', 'mindsdb', 'catboost', 'deepface', 'open-webui', 'machine-learning', 'mlflow', 'cornac', 'pytorch', 'PyTorchCV', 'mindsdb', 'catboost', 'deepface', 'open-webui', 'machine-learning', 'mlflow', 'cornac', 'pytorch', 'PyTorchCV', 'mindsdb', 'litellm', 'deepface', 'open-webui', 'xcessiv', 'mlflow', 'joliGEN', 'DIGITS', 'pytorch-lightning', 'danswerai', 'streamlit', 'aim']"
150,MemberOf,category,1211,Authentication Errors,6,"['catboost', 'ray']"
151,MemberOf,category,1219,File Handling Issues,45,"['PyTorchCV', 'mindsdb', 'litellm', 'deepface', 'open-webui', 'xcessiv', 'mlflow', 'joliGEN', 'DIGITS', 'pytorch-lightning', 'danswerai', 'streamlit', 'aim']"
152,MemberOf,category,1226,Complexity Issues,34,"['ray', 'deeplake', 'catboost', 'litellm', 'langflow', 'open-webui', 'scikit-learn-intelex', 'numpy', 'transformers', 'DIGITS', 'streamlit', 'gensim', 'ray', 'deeplake', 'catboost', 'litellm', 'langflow', 'open-webui', 'scikit-learn-intelex', 'numpy', 'transformers', 'DIGITS', 'streamlit', 'gensim']"
153,MemberOf,category,1308,CISQ Quality Measures - Security,107,"['PyTorchCV', 'mindsdb', 'deepface', 'machine-learning', 'mlflow', 'cornac', 'pytorch', 'superset', 'mars', 'ray', 'PyTorchCV', 'mindsdb', 'litellm', 'deepface', 'open-webui', 'xcessiv', 'mlflow', 'joliGEN', 'DIGITS', 'pytorch-lightning', 'danswerai', 'streamlit', 'aim', 'PyTorchCV', 'mindsdb', 'litellm', 'deepface', 'open-webui', 'xcessiv', 'mlflow', 'joliGEN', 'DIGITS', 'pytorch-lightning', 'danswerai', 'streamlit', 'aim']"
154,MemberOf,category,1345,OWASP Top Ten 2021 Category A01:2021 - Broken Access Control,431,"['ray', 'litellm', 'open-webui', 'fastapi', 'danswerai', 'pyss3', 'pytorch_geometric', 'gan', 'ray', 'catboost', 'ColossalAI', 'sinabs', 'bokeh', 'mlflow', 'feast', 'bentoml', 'LightGBM', 'detectron2', 'spaCy', 'determined', 'pytorch-lightning', 'pytorch', 'aim', 'mindsdb', 'ray', 'catboost', 'deepface', 'ColossalAI', 'litellm', 'open-webui', 'machine-learning', 'superset', 'evidently', 'pytorch', 'joliGEN', 'DIGITS', 'blaze', 'danswerai', 'face_recognition', 'superset', 'DIGITS', 'PyTorchCV', 'mindsdb', 'litellm', 'deepface', 'open-webui', 'xcessiv', 'mlflow', 'joliGEN', 'DIGITS', 'pytorch-lightning', 'danswerai', 'streamlit', 'aim', 'PyTorchCV', 'mindsdb', 'litellm', 'deepface', 'open-webui', 'xcessiv', 'mlflow', 'joliGEN', 'DIGITS', 'pytorch-lightning', 'danswerai', 'streamlit', 'aim', 'mindsdb', 'DI-engine', 'ray', 'catboost', 'litellm', 'langflow', 'open-webui', 'bokeh', 'mlflow', 'feast', 'cortex', 'typer', 'xgboost', 'determined', 'streamlit', 'aim', 'mindsdb', 'DI-engine', 'ray', 'catboost', 'litellm', 'langflow', 'open-webui', 'bokeh', 'mlflow', 'feast', 'cortex', 'typer', 'xgboost', 'determined', 'streamlit', 'aim', 'tensorflow', 'mindsdb', 'DI-engine', 'nut', 'lightly', 'catboost', 'rasa', 'shogun', 'pytorch', 'gensim', 'transformers', 'python-timbl']"
155,MemberOf,category,1346,OWASP Top Ten 2021 Category A02:2021 - Cryptographic Failures,48,"['mindsdb', 'ray', 'catboost', 'litellm', 'couler', 'determined', 'streamlit', 'ray', 'catboost', 'litellm', 'couler', 'determined', 'streamlit', 'ray', 'catboost', 'litellm', 'couler', 'determined', 'streamlit', 'mindsdb', 'ray', 'catboost', 'litellm', 'couler', 'determined', 'streamlit', 'mindsdb', 'ray', 'catboost', 'litellm', 'couler', 'determined', 'streamlit']"
156,MemberOf,category,1347,OWASP Top Ten 2021 Category A03:2021 - Injection,201,"['spammy', 'mindsdb', 'pytensor', 'catboost', 'ViZDoom', 'rasa', 'pattern', 'AutoViz', 'numpy', 'nalp', 'pytorch', 'Auto_ViML', 'danswerai', 'PyTorchCV', 'mindsdb', 'deepface', 'machine-learning', 'mlflow', 'cornac', 'pytorch', 'PyTorchCV', 'mindsdb', 'catboost', 'deepface', 'open-webui', 'machine-learning', 'mlflow', 'cornac', 'pytorch', 'spammy', 'mindsdb', 'pytensor', 'catboost', 'ViZDoom', 'rasa', 'pattern', 'AutoViz', 'numpy', 'nalp', 'pytorch', 'Auto_ViML', 'danswerai', 'open-webui', 'cornac', 'open-webui', 'cornac', 'PyTorchCV', 'mindsdb', 'catboost', 'deepface', 'open-webui', 'machine-learning', 'mlflow', 'cornac', 'pytorch', 'spammy', 'mindsdb', 'pytensor', 'catboost', 'ViZDoom', 'rasa', 'pattern', 'AutoViz', 'numpy', 'nalp', 'pytorch', 'Auto_ViML', 'danswerai', 'PyTorchCV', 'mindsdb', 'catboost', 'deepface', 'open-webui', 'machine-learning', 'mlflow', 'cornac', 'pytorch', 'spammy', 'mindsdb', 'pytensor', 'catboost', 'ViZDoom', 'rasa', 'pattern', 'AutoViz', 'numpy', 'nalp', 'pytorch', 'Auto_ViML', 'danswerai', 'PyTorchCV', 'mindsdb', 'litellm', 'deepface', 'open-webui', 'xcessiv', 'mlflow', 'joliGEN', 'DIGITS', 'pytorch-lightning', 'danswerai', 'streamlit', 'aim', 'spammy', 'mindsdb', 'pytensor', 'catboost', 'ViZDoom', 'rasa', 'pattern', 'AutoViz', 'numpy', 'nalp', 'pytorch', 'Auto_ViML', 'danswerai']"
157,MemberOf,category,1348,OWASP Top Ten 2021 Category A04:2021 - Insecure Design,280,"['mindsdb', 'ray', 'catboost', 'deepface', 'ColossalAI', 'litellm', 'open-webui', 'machine-learning', 'superset', 'evidently', 'pytorch', 'joliGEN', 'DIGITS', 'blaze', 'danswerai', 'PyTorchCV', 'mindsdb', 'litellm', 'deepface', 'open-webui', 'xcessiv', 'mlflow', 'joliGEN', 'DIGITS', 'pytorch-lightning', 'danswerai', 'streamlit', 'aim', 'mindsdb', 'DI-engine', 'ray', 'catboost', 'litellm', 'langflow', 'open-webui', 'bokeh', 'mlflow', 'feast', 'cortex', 'typer', 'xgboost', 'determined', 'streamlit', 'aim', 'mindsdb', 'DI-engine', 'ray', 'catboost', 'litellm', 'langflow', 'open-webui', 'bokeh', 'mlflow', 'feast', 'cortex', 'typer', 'xgboost', 'determined', 'streamlit', 'aim']"
158,MemberOf,category,1349,OWASP Top Ten 2021 Category A05:2021 - Security Misconfiguration,39,"['ray', 'litellm', 'open-webui', 'fastapi', 'danswerai', 'ray', 'litellm', 'open-webui', 'fastapi', 'danswerai', 'mindsdb', 'ray', 'catboost', 'langflow', 'mlflow', 'feast', 'determined']"
159,MemberOf,category,1353,OWASP Top Ten 2021 Category A07:2021 - Identification and Authentication Failures,6,"['catboost', 'ray']"
160,MemberOf,category,1354,OWASP Top Ten 2021 Category A08:2021 - Software and Data Integrity Failures,3,"['superset', 'mars', 'ray']"
161,MemberOf,category,1355,OWASP Top Ten 2021 Category A09:2021 - Security Logging and Monitoring Failures,138,"['DI-engine', 'ray', 'catboost', 'litellm', 'open-webui', 'bokeh', 'mlflow', 'cortex', 'typer', 'xgboost', 'determined', 'streamlit', 'aim']"
162,MemberOf,category,1356,OWASP Top Ten 2021 Category A10:2021 - Server-Side Request Forgery (SSRF),10,"['mindsdb', 'deepface', 'open-webui', 'machine-learning', 'cortex', 'danswerai']"
163,MemberOf,category,1366,ICS Communications: Frail Security in Protocols,208,"['mindsdb', 'DI-engine', 'ray', 'catboost', 'litellm', 'langflow', 'open-webui', 'bokeh', 'mlflow', 'feast', 'cortex', 'typer', 'xgboost', 'determined', 'streamlit', 'aim', 'mindsdb', 'DI-engine', 'ray', 'catboost', 'litellm', 'langflow', 'open-webui', 'bokeh', 'mlflow', 'feast', 'cortex', 'typer', 'xgboost', 'determined', 'streamlit', 'aim', 'mindsdb', 'ray', 'catboost', 'litellm', 'couler', 'determined', 'streamlit', 'mindsdb', 'ray', 'catboost', 'litellm', 'couler', 'determined', 'streamlit', 'mindsdb', 'ray', 'catboost', 'litellm', 'couler', 'determined', 'streamlit', 'tensorflow', 'mindsdb', 'DI-engine', 'nut', 'lightly', 'catboost', 'rasa', 'shogun', 'pytorch', 'gensim', 'transformers', 'python-timbl']"
164,MemberOf,category,1368,ICS Dependencies (& Architecture): External Digital Systems,157,"['mindsdb', 'DI-engine', 'ray', 'catboost', 'litellm', 'langflow', 'open-webui', 'bokeh', 'mlflow', 'feast', 'cortex', 'typer', 'xgboost', 'determined', 'streamlit', 'aim', 'mindsdb', 'DI-engine', 'ray', 'catboost', 'litellm', 'langflow', 'open-webui', 'bokeh', 'mlflow', 'feast', 'cortex', 'typer', 'xgboost', 'determined', 'streamlit', 'aim']"
165,MemberOf,category,1371,ICS Supply Chain: Poorly Documented or Undocumented Features,8,"['mindsdb', 'evidently', 'caffe', 'xcessiv', 'bokeh', 'face_recognition', 'CompreFace']"
166,MemberOf,category,1382,ICS Operations (& Maintenance): Emerging Energy Technologies,133,"['spammy', 'mindsdb', 'pytensor', 'catboost', 'ViZDoom', 'rasa', 'pattern', 'AutoViz', 'numpy', 'nalp', 'pytorch', 'Auto_ViML', 'danswerai', 'spammy', 'mindsdb', 'pytensor', 'catboost', 'ViZDoom', 'rasa', 'pattern', 'AutoViz', 'numpy', 'nalp', 'pytorch', 'Auto_ViML', 'danswerai', 'face_recognition', 'superset', 'DIGITS', 'spammy', 'mindsdb', 'pytensor', 'catboost', 'ViZDoom', 'rasa', 'pattern', 'AutoViz', 'numpy', 'nalp', 'pytorch', 'Auto_ViML', 'danswerai', 'spammy', 'mindsdb', 'pytensor', 'catboost', 'ViZDoom', 'rasa', 'pattern', 'AutoViz', 'numpy', 'nalp', 'pytorch', 'Auto_ViML', 'danswerai', 'spammy', 'mindsdb', 'pytensor', 'catboost', 'ViZDoom', 'rasa', 'pattern', 'AutoViz', 'numpy', 'nalp', 'pytorch', 'Auto_ViML', 'danswerai', 'catboost', 'ray']"
167,MemberOf,category,1396,Comprehensive Categorization: Access Control,46,"['ray', 'litellm', 'open-webui', 'fastapi', 'danswerai', 'ray', 'litellm', 'open-webui', 'fastapi', 'danswerai', 'face_recognition', 'superset', 'DIGITS', 'mindsdb', 'deepface', 'open-webui', 'machine-learning', 'cortex', 'danswerai', 'catboost', 'ray']"
168,MemberOf,category,1397,Comprehensive Categorization: Comparison,4,"['catboost', 'catboost']"
