,type,id,description,cwe_counts,repos
102,category,751,2009 Top 25 - Insecure Interaction Between Components,228,"['danswerai', 'rasa', 'pytorch', 'mindsdb', 'AutoViz', 'Auto_ViML', 'spammy', 'pytensor', 'ViZDoom', 'nalp', 'numpy', 'pattern', 'catboost', 'mlflow', 'pytorch', 'mindsdb', 'deepface', 'PyTorchCV', 'cornac', 'machine-learning', 'mlflow', 'open-webui', 'cornac', 'pytorch', 'mindsdb', 'deepface', 'PyTorchCV', 'catboost', 'machine-learning', 'danswerai', 'rasa', 'pytorch', 'mindsdb', 'AutoViz', 'Auto_ViML', 'spammy', 'pytensor', 'ViZDoom', 'nalp', 'numpy', 'pattern', 'catboost', 'ray', 'machine-learning', 'open-webui', 'litellm', 'danswerai', 'pytorch', 'mindsdb', 'deepface', 'blaze', 'evidently', 'superset', 'DIGITS', 'ColossalAI', 'catboost', 'joliGEN', 'mlflow', 'open-webui', 'cornac', 'pytorch', 'mindsdb', 'deepface', 'PyTorchCV', 'catboost', 'machine-learning', 'danswerai', 'rasa', 'pytorch', 'mindsdb', 'AutoViz', 'Auto_ViML', 'spammy', 'pytensor', 'ViZDoom', 'nalp', 'numpy', 'pattern', 'catboost', 'mlflow', 'open-webui', 'cornac', 'pytorch', 'mindsdb', 'deepface', 'PyTorchCV', 'catboost', 'machine-learning', 'danswerai', 'rasa', 'pytorch', 'mindsdb', 'AutoViz', 'Auto_ViML', 'spammy', 'pytensor', 'ViZDoom', 'nalp', 'numpy', 'pattern', 'catboost', 'danswerai', 'rasa', 'pytorch', 'mindsdb', 'AutoViz', 'Auto_ViML', 'spammy', 'pytensor', 'ViZDoom', 'nalp', 'numpy', 'pattern', 'catboost']"
103,category,752,2009 Top 25 - Risky Resource Management,48,"['open-webui', 'cornac', 'mlflow', 'open-webui', 'litellm', 'danswerai', 'mindsdb', 'pytorch-lightning', 'deepface', 'PyTorchCV', 'DIGITS', 'streamlit', 'aim', 'xcessiv', 'joliGEN']"
104,category,753,2009 Top 25 - Porous Defenses,24,"['couler', 'determined', 'ray', 'litellm', 'mindsdb', 'streamlit', 'catboost', 'couler', 'determined', 'ray', 'litellm', 'mindsdb', 'streamlit', 'catboost', 'couler', 'determined', 'ray', 'litellm', 'mindsdb', 'streamlit', 'catboost']"
105,category,801,2010 Top 25 - Insecure Interaction Between Components,102,"['mlflow', 'pytorch', 'mindsdb', 'deepface', 'PyTorchCV', 'cornac', 'machine-learning', 'ray', 'machine-learning', 'open-webui', 'litellm', 'danswerai', 'pytorch', 'mindsdb', 'deepface', 'blaze', 'evidently', 'superset', 'DIGITS', 'ColossalAI', 'catboost', 'joliGEN', 'face_recognition', 'DIGITS', 'superset']"
106,category,802,2010 Top 25 - Risky Resource Management,45,"['mlflow', 'open-webui', 'litellm', 'danswerai', 'mindsdb', 'pytorch-lightning', 'deepface', 'PyTorchCV', 'DIGITS', 'streamlit', 'aim', 'xcessiv', 'joliGEN']"
107,category,803,2010 Top 25 - Porous Defenses,24,"['couler', 'determined', 'ray', 'litellm', 'mindsdb', 'streamlit', 'catboost', 'couler', 'determined', 'ray', 'litellm', 'mindsdb', 'streamlit', 'catboost', 'couler', 'determined', 'ray', 'litellm', 'mindsdb', 'streamlit', 'catboost']"
108,category,811,OWASP Top Ten 2010 Category A2 - Cross-Site Scripting (XSS),14,"['mlflow', 'pytorch', 'mindsdb', 'deepface', 'PyTorchCV', 'cornac', 'machine-learning']"
109,category,813,OWASP Top Ten 2010 Category A4 - Insecure Direct Object References,90,"['mlflow', 'open-webui', 'litellm', 'danswerai', 'mindsdb', 'pytorch-lightning', 'deepface', 'PyTorchCV', 'DIGITS', 'streamlit', 'aim', 'xcessiv', 'joliGEN', 'mlflow', 'open-webui', 'litellm', 'danswerai', 'mindsdb', 'pytorch-lightning', 'deepface', 'PyTorchCV', 'DIGITS', 'streamlit', 'aim', 'xcessiv', 'joliGEN']"
110,category,815,OWASP Top Ten 2010 Category A6 - Security Misconfiguration,78,"['ray', 'machine-learning', 'open-webui', 'litellm', 'danswerai', 'pytorch', 'mindsdb', 'deepface', 'blaze', 'evidently', 'superset', 'DIGITS', 'ColossalAI', 'catboost', 'joliGEN']"
111,category,816,OWASP Top Ten 2010 Category A7 - Insecure Cryptographic Storage,181,"['determined', 'mlflow', 'ray', 'bokeh', 'open-webui', 'xgboost', 'litellm', 'cortex', 'DI-engine', 'mindsdb', 'langflow', 'streamlit', 'aim', 'catboost', 'feast', 'typer', 'determined', 'mlflow', 'ray', 'bokeh', 'open-webui', 'xgboost', 'litellm', 'cortex', 'DI-engine', 'mindsdb', 'langflow', 'streamlit', 'aim', 'catboost', 'feast', 'typer', 'couler', 'determined', 'ray', 'litellm', 'mindsdb', 'streamlit', 'catboost', 'couler', 'determined', 'ray', 'litellm', 'mindsdb', 'streamlit', 'catboost', 'couler', 'determined', 'ray', 'litellm', 'mindsdb', 'streamlit', 'catboost']"
112,category,819,OWASP Top Ten 2010 Category A10 - Unvalidated Redirects and Forwards,10,"['face_recognition', 'DIGITS', 'superset']"
113,category,845,The CERT Oracle Secure Coding Standard for Java (2011) Chapter 2 - Input Validation and Data Sanitization (IDS),19,"['mlflow', 'open-webui', 'cornac', 'pytorch', 'mindsdb', 'deepface', 'PyTorchCV', 'catboost', 'machine-learning', 'mlflow', 'open-webui', 'cornac', 'pytorch', 'mindsdb', 'deepface', 'PyTorchCV', 'catboost', 'machine-learning', 'mlflow', 'open-webui', 'cornac', 'pytorch', 'mindsdb', 'deepface', 'PyTorchCV', 'catboost', 'machine-learning']"
114,category,851,The CERT Oracle Secure Coding Standard for Java (2011) Chapter 8 - Exceptional Behavior (ERR),156,"['ray', 'machine-learning', 'open-webui', 'litellm', 'danswerai', 'pytorch', 'mindsdb', 'deepface', 'blaze', 'evidently', 'superset', 'DIGITS', 'ColossalAI', 'catboost', 'joliGEN', 'ray', 'machine-learning', 'open-webui', 'litellm', 'danswerai', 'pytorch', 'mindsdb', 'deepface', 'blaze', 'evidently', 'superset', 'DIGITS', 'ColossalAI', 'catboost', 'joliGEN']"
115,category,857,The CERT Oracle Secure Coding Standard for Java (2011) Chapter 14 - Input Output (FIO),322,"['determined', 'mlflow', 'ray', 'bokeh', 'open-webui', 'xgboost', 'litellm', 'cortex', 'DI-engine', 'mindsdb', 'langflow', 'streamlit', 'aim', 'catboost', 'feast', 'typer', 'determined', 'mlflow', 'ray', 'bokeh', 'open-webui', 'xgboost', 'litellm', 'cortex', 'DI-engine', 'mindsdb', 'langflow', 'streamlit', 'aim', 'catboost', 'feast', 'typer', 'determined', 'mlflow', 'ray', 'bokeh', 'open-webui', 'xgboost', 'litellm', 'cortex', 'DI-engine', 'streamlit', 'aim', 'catboost', 'typer', 'lightly', 'transformers', 'nut', 'rasa', 'pytorch', 'DI-engine', 'python-timbl', 'mindsdb', 'tensorflow', 'shogun', 'gensim', 'catboost']"
116,category,858,The CERT Oracle Secure Coding Standard for Java (2011) Chapter 15 - Serialization (SER),38,"['ray', 'superset', 'mars', 'ray', 'transformers', 'scikit-learn-intelex', 'open-webui', 'deeplake', 'litellm', 'danswerai', 'langflow', 'DIGITS', 'streamlit', 'numpy', 'gensim', 'catboost', 'ray', 'transformers', 'scikit-learn-intelex', 'open-webui', 'deeplake', 'litellm', 'danswerai', 'langflow', 'DIGITS', 'streamlit', 'numpy', 'gensim', 'catboost', 'ray', 'transformers', 'scikit-learn-intelex', 'open-webui', 'deeplake', 'litellm', 'danswerai', 'langflow', 'DIGITS', 'streamlit', 'numpy', 'gensim', 'catboost']"
117,category,861,The CERT Oracle Secure Coding Standard for Java (2011) Chapter 18 - Miscellaneous (MSC),35,"['ray', 'transformers', 'scikit-learn-intelex', 'open-webui', 'deeplake', 'litellm', 'danswerai', 'langflow', 'DIGITS', 'streamlit', 'numpy', 'gensim', 'catboost', 'ray', 'transformers', 'scikit-learn-intelex', 'open-webui', 'deeplake', 'litellm', 'danswerai', 'langflow', 'DIGITS', 'streamlit', 'numpy', 'gensim', 'catboost', 'ray', 'transformers', 'scikit-learn-intelex', 'open-webui', 'deeplake', 'litellm', 'danswerai', 'langflow', 'DIGITS', 'streamlit', 'numpy', 'gensim', 'catboost']"
118,category,864,2011 Top 25 - Insecure Interaction Between Components,24,"['mlflow', 'pytorch', 'mindsdb', 'deepface', 'PyTorchCV', 'cornac', 'machine-learning', 'face_recognition', 'DIGITS', 'superset']"
119,category,865,2011 Top 25 - Risky Resource Management,45,"['mlflow', 'open-webui', 'litellm', 'danswerai', 'mindsdb', 'pytorch-lightning', 'deepface', 'PyTorchCV', 'DIGITS', 'streamlit', 'aim', 'xcessiv', 'joliGEN']"
120,category,866,2011 Top 25 - Porous Defenses,24,"['couler', 'determined', 'ray', 'litellm', 'mindsdb', 'streamlit', 'catboost', 'couler', 'determined', 'ray', 'litellm', 'mindsdb', 'streamlit', 'catboost', 'couler', 'determined', 'ray', 'litellm', 'mindsdb', 'streamlit', 'catboost']"
121,category,867,2011 Top 25 - Weaknesses On the Cusp,78,"['ray', 'machine-learning', 'open-webui', 'litellm', 'danswerai', 'pytorch', 'mindsdb', 'deepface', 'blaze', 'evidently', 'superset', 'DIGITS', 'ColossalAI', 'catboost', 'joliGEN']"
122,category,872,CERT C++ Secure Coding Section 04 - Integers (INT),117,"['danswerai', 'rasa', 'pytorch', 'mindsdb', 'AutoViz', 'Auto_ViML', 'spammy', 'pytensor', 'ViZDoom', 'nalp', 'numpy', 'pattern', 'catboost', 'danswerai', 'rasa', 'pytorch', 'mindsdb', 'AutoViz', 'Auto_ViML', 'spammy', 'pytensor', 'ViZDoom', 'nalp', 'numpy', 'pattern', 'catboost', 'danswerai', 'rasa', 'pytorch', 'mindsdb', 'AutoViz', 'Auto_ViML', 'spammy', 'pytensor', 'ViZDoom', 'nalp', 'numpy', 'pattern', 'catboost', 'danswerai', 'rasa', 'pytorch', 'mindsdb', 'AutoViz', 'Auto_ViML', 'spammy', 'pytensor', 'ViZDoom', 'nalp', 'numpy', 'pattern', 'catboost', 'danswerai', 'rasa', 'pytorch', 'mindsdb', 'AutoViz', 'Auto_ViML', 'spammy', 'pytensor', 'ViZDoom', 'nalp', 'numpy', 'pattern', 'catboost']"
123,category,876,CERT C++ Secure Coding Section 08 - Memory Management (MEM),117,"['danswerai', 'rasa', 'pytorch', 'mindsdb', 'AutoViz', 'Auto_ViML', 'spammy', 'pytensor', 'ViZDoom', 'nalp', 'numpy', 'pattern', 'catboost', 'danswerai', 'rasa', 'pytorch', 'mindsdb', 'AutoViz', 'Auto_ViML', 'spammy', 'pytensor', 'ViZDoom', 'nalp', 'numpy', 'pattern', 'catboost', 'danswerai', 'rasa', 'pytorch', 'mindsdb', 'AutoViz', 'Auto_ViML', 'spammy', 'pytensor', 'ViZDoom', 'nalp', 'numpy', 'pattern', 'catboost', 'danswerai', 'rasa', 'pytorch', 'mindsdb', 'AutoViz', 'Auto_ViML', 'spammy', 'pytensor', 'ViZDoom', 'nalp', 'numpy', 'pattern', 'catboost', 'danswerai', 'rasa', 'pytorch', 'mindsdb', 'AutoViz', 'Auto_ViML', 'spammy', 'pytensor', 'ViZDoom', 'nalp', 'numpy', 'pattern', 'catboost']"
124,category,877,CERT C++ Secure Coding Section 09 - Input Output (FIO),90,"['mlflow', 'open-webui', 'litellm', 'danswerai', 'mindsdb', 'pytorch-lightning', 'deepface', 'PyTorchCV', 'DIGITS', 'streamlit', 'aim', 'xcessiv', 'joliGEN', 'mlflow', 'open-webui', 'litellm', 'danswerai', 'mindsdb', 'pytorch-lightning', 'deepface', 'PyTorchCV', 'DIGITS', 'streamlit', 'aim', 'xcessiv', 'joliGEN']"
125,category,880,CERT C++ Secure Coding Section 12 - Exceptions and Error Handling (ERR),156,"['ray', 'machine-learning', 'open-webui', 'litellm', 'danswerai', 'pytorch', 'mindsdb', 'deepface', 'blaze', 'evidently', 'superset', 'DIGITS', 'ColossalAI', 'catboost', 'joliGEN', 'ray', 'machine-learning', 'open-webui', 'litellm', 'danswerai', 'pytorch', 'mindsdb', 'deepface', 'blaze', 'evidently', 'superset', 'DIGITS', 'ColossalAI', 'catboost', 'joliGEN']"
126,category,883,CERT C++ Secure Coding Section 49 - Miscellaneous (MSC),160,"['danswerai', 'rasa', 'pytorch', 'mindsdb', 'AutoViz', 'Auto_ViML', 'spammy', 'pytensor', 'ViZDoom', 'nalp', 'numpy', 'pattern', 'catboost', 'mlflow', 'open-webui', 'cornac', 'pytorch', 'mindsdb', 'deepface', 'PyTorchCV', 'catboost', 'machine-learning', 'danswerai', 'rasa', 'pytorch', 'mindsdb', 'AutoViz', 'Auto_ViML', 'spammy', 'pytensor', 'ViZDoom', 'nalp', 'numpy', 'pattern', 'catboost', 'mlflow', 'open-webui', 'cornac', 'pytorch', 'mindsdb', 'deepface', 'PyTorchCV', 'catboost', 'machine-learning', 'danswerai', 'rasa', 'pytorch', 'mindsdb', 'AutoViz', 'Auto_ViML', 'spammy', 'pytensor', 'ViZDoom', 'nalp', 'numpy', 'pattern', 'catboost', 'mlflow', 'open-webui', 'cornac', 'pytorch', 'mindsdb', 'deepface', 'PyTorchCV', 'catboost', 'machine-learning', 'danswerai', 'rasa', 'pytorch', 'mindsdb', 'AutoViz', 'Auto_ViML', 'spammy', 'pytensor', 'ViZDoom', 'nalp', 'numpy', 'pattern', 'catboost', 'danswerai', 'rasa', 'pytorch', 'mindsdb', 'AutoViz', 'Auto_ViML', 'spammy', 'pytensor', 'ViZDoom', 'nalp', 'numpy', 'pattern', 'catboost', 'couler', 'determined', 'ray', 'litellm', 'mindsdb', 'streamlit', 'catboost', 'couler', 'determined', 'ray', 'litellm', 'mindsdb', 'streamlit', 'catboost', 'couler', 'determined', 'ray', 'litellm', 'mindsdb', 'streamlit', 'catboost']"
127,category,931,OWASP Top Ten 2013 Category A3 - Cross-Site Scripting (XSS),14,"['mlflow', 'pytorch', 'mindsdb', 'deepface', 'PyTorchCV', 'cornac', 'machine-learning']"
128,category,932,OWASP Top Ten 2013 Category A4 - Insecure Direct Object References,90,"['mlflow', 'open-webui', 'litellm', 'danswerai', 'mindsdb', 'pytorch-lightning', 'deepface', 'PyTorchCV', 'DIGITS', 'streamlit', 'aim', 'xcessiv', 'joliGEN', 'mlflow', 'open-webui', 'litellm', 'danswerai', 'mindsdb', 'pytorch-lightning', 'deepface', 'PyTorchCV', 'DIGITS', 'streamlit', 'aim', 'xcessiv', 'joliGEN']"
129,category,933,OWASP Top Ten 2013 Category A5 - Security Misconfiguration,86,"['ray', 'machine-learning', 'open-webui', 'litellm', 'danswerai', 'pytorch', 'mindsdb', 'deepface', 'blaze', 'evidently', 'superset', 'DIGITS', 'ColossalAI', 'catboost', 'joliGEN', 'CompreFace', 'bokeh', 'caffe', 'mindsdb', 'evidently', 'xcessiv', 'face_recognition']"
130,category,934,OWASP Top Ten 2013 Category A6 - Sensitive Data Exposure,193,"['determined', 'mlflow', 'ray', 'bokeh', 'open-webui', 'xgboost', 'litellm', 'cortex', 'DI-engine', 'mindsdb', 'langflow', 'streamlit', 'aim', 'catboost', 'feast', 'typer', 'determined', 'mlflow', 'ray', 'bokeh', 'open-webui', 'xgboost', 'litellm', 'cortex', 'DI-engine', 'mindsdb', 'langflow', 'streamlit', 'aim', 'catboost', 'feast', 'typer', 'couler', 'determined', 'ray', 'litellm', 'mindsdb', 'streamlit', 'catboost', 'couler', 'determined', 'ray', 'litellm', 'streamlit', 'catboost', 'couler', 'determined', 'ray', 'litellm', 'mindsdb', 'streamlit', 'catboost', 'couler', 'determined', 'ray', 'litellm', 'mindsdb', 'streamlit', 'catboost']"
131,category,938,OWASP Top Ten 2013 Category A10 - Unvalidated Redirects and Forwards,10,"['face_recognition', 'DIGITS', 'superset']"
132,category,958,SFP Secondary Cluster: Broken Cryptography,36,"['couler', 'determined', 'ray', 'litellm', 'mindsdb', 'streamlit', 'catboost', 'couler', 'determined', 'ray', 'litellm', 'streamlit', 'catboost', 'couler', 'determined', 'ray', 'litellm', 'mindsdb', 'streamlit', 'catboost', 'couler', 'determined', 'ray', 'litellm', 'mindsdb', 'streamlit', 'catboost']"
133,category,963,SFP Secondary Cluster: Exposed Data,537,"['determined', 'sinabs', 'mlflow', 'ray', 'gan', 'bokeh', 'detectron2', 'spaCy', 'pytorch', 'pytorch-lightning', 'bentoml', 'pyss3', 'aim', 'ColossalAI', 'pytorch_geometric', 'LightGBM', 'catboost', 'feast', 'ray', 'machine-learning', 'open-webui', 'litellm', 'danswerai', 'pytorch', 'mindsdb', 'deepface', 'blaze', 'evidently', 'superset', 'DIGITS', 'ColossalAI', 'catboost', 'joliGEN', 'ray', 'machine-learning', 'open-webui', 'litellm', 'danswerai', 'pytorch', 'mindsdb', 'deepface', 'blaze', 'evidently', 'superset', 'DIGITS', 'ColossalAI', 'catboost', 'joliGEN', 'CompreFace', 'bokeh', 'caffe', 'mindsdb', 'evidently', 'xcessiv', 'face_recognition', 'determined', 'mlflow', 'ray', 'bokeh', 'open-webui', 'xgboost', 'litellm', 'cortex', 'DI-engine', 'mindsdb', 'langflow', 'streamlit', 'aim', 'catboost', 'feast', 'typer', 'determined', 'mlflow', 'ray', 'mindsdb', 'langflow', 'catboost', 'feast', 'determined', 'mlflow', 'ray', 'bokeh', 'open-webui', 'xgboost', 'litellm', 'cortex', 'DI-engine', 'mindsdb', 'langflow', 'streamlit', 'aim', 'catboost', 'feast', 'typer', 'determined', 'mlflow', 'ray', 'bokeh', 'open-webui', 'xgboost', 'litellm', 'cortex', 'DI-engine', 'streamlit', 'aim', 'catboost', 'typer']"
134,category,964,SFP Secondary Cluster: Exposure Temporary File,27,"['lightly', 'transformers', 'nut', 'rasa', 'pytorch', 'DI-engine', 'python-timbl', 'mindsdb', 'tensorflow', 'shogun', 'gensim', 'catboost']"
135,category,966,SFP Secondary Cluster: Other Exposures,10,"['ray', 'open-webui', 'danswerai', 'litellm', 'fastapi']"
136,category,975,SFP Secondary Cluster: Architecture,157,"['determined', 'mlflow', 'ray', 'bokeh', 'open-webui', 'xgboost', 'litellm', 'cortex', 'DI-engine', 'mindsdb', 'langflow', 'streamlit', 'aim', 'catboost', 'feast', 'typer', 'determined', 'mlflow', 'ray', 'bokeh', 'open-webui', 'xgboost', 'litellm', 'cortex', 'DI-engine', 'mindsdb', 'langflow', 'streamlit', 'aim', 'catboost', 'feast', 'typer']"
137,category,981,SFP Secondary Cluster: Path Traversal,180,"['mlflow', 'open-webui', 'litellm', 'danswerai', 'mindsdb', 'pytorch-lightning', 'deepface', 'PyTorchCV', 'DIGITS', 'streamlit', 'aim', 'xcessiv', 'joliGEN', 'mlflow', 'open-webui', 'litellm', 'danswerai', 'mindsdb', 'pytorch-lightning', 'deepface', 'PyTorchCV', 'DIGITS', 'streamlit', 'aim', 'xcessiv', 'joliGEN', 'mlflow', 'open-webui', 'litellm', 'danswerai', 'mindsdb', 'pytorch-lightning', 'deepface', 'PyTorchCV', 'DIGITS', 'streamlit', 'aim', 'xcessiv', 'joliGEN', 'mlflow', 'open-webui', 'litellm', 'danswerai', 'mindsdb', 'pytorch-lightning', 'deepface', 'PyTorchCV', 'DIGITS', 'streamlit', 'aim', 'xcessiv', 'joliGEN']"
138,category,985,SFP Secondary Cluster: Unrestricted Consumption,35,"['ray', 'transformers', 'scikit-learn-intelex', 'open-webui', 'deeplake', 'litellm', 'danswerai', 'langflow', 'DIGITS', 'streamlit', 'numpy', 'gensim', 'catboost', 'ray', 'transformers', 'scikit-learn-intelex', 'open-webui', 'deeplake', 'litellm', 'danswerai', 'langflow', 'DIGITS', 'streamlit', 'numpy', 'gensim', 'catboost', 'ray', 'transformers', 'scikit-learn-intelex', 'open-webui', 'deeplake', 'litellm', 'danswerai', 'langflow', 'DIGITS', 'streamlit', 'numpy', 'gensim', 'catboost']"
139,category,990,SFP Secondary Cluster: Tainted Input to Command,76,"['mlflow', 'pytorch', 'mindsdb', 'deepface', 'PyTorchCV', 'cornac', 'machine-learning', 'face_recognition', 'DIGITS', 'superset', 'open-webui', 'cornac', 'catboost', 'catboost', 'mlflow', 'open-webui', 'litellm', 'danswerai', 'mindsdb', 'pytorch-lightning', 'deepface', 'PyTorchCV', 'DIGITS', 'streamlit', 'aim', 'xcessiv', 'joliGEN']"
140,category,991,SFP Secondary Cluster: Tainted Input to Environment,3,"['open-webui', 'cornac']"
141,category,992,SFP Secondary Cluster: Faulty Input Transformation,19,"['mlflow', 'open-webui', 'cornac', 'pytorch', 'mindsdb', 'deepface', 'PyTorchCV', 'catboost', 'machine-learning', 'mlflow', 'open-webui', 'cornac', 'pytorch', 'mindsdb', 'deepface', 'PyTorchCV', 'catboost', 'machine-learning', 'mlflow', 'open-webui', 'cornac', 'pytorch', 'mindsdb', 'deepface', 'PyTorchCV', 'catboost', 'machine-learning']"
142,category,994,SFP Secondary Cluster: Tainted Input to Variable,120,"['danswerai', 'rasa', 'pytorch', 'mindsdb', 'AutoViz', 'Auto_ViML', 'spammy', 'pytensor', 'ViZDoom', 'nalp', 'numpy', 'pattern', 'catboost', 'danswerai', 'rasa', 'pytorch', 'mindsdb', 'AutoViz', 'Auto_ViML', 'spammy', 'pytensor', 'ViZDoom', 'nalp', 'numpy', 'pattern', 'catboost', 'ray', 'superset', 'mars', 'danswerai', 'rasa', 'pytorch', 'mindsdb', 'AutoViz', 'Auto_ViML', 'spammy', 'pytensor', 'ViZDoom', 'nalp', 'numpy', 'pattern', 'catboost', 'danswerai', 'rasa', 'pytorch', 'mindsdb', 'AutoViz', 'Auto_ViML', 'spammy', 'pytensor', 'ViZDoom', 'nalp', 'numpy', 'pattern', 'catboost', 'danswerai', 'rasa', 'pytorch', 'mindsdb', 'AutoViz', 'Auto_ViML', 'spammy', 'pytensor', 'ViZDoom', 'nalp', 'numpy', 'pattern', 'catboost']"
143,category,1002,SFP Secondary Cluster: Unexpected Entry Points,8,"['CompreFace', 'bokeh', 'caffe', 'mindsdb', 'evidently', 'xcessiv', 'face_recognition']"
144,category,1005,7PK - Input Validation and Representation,176,"['danswerai', 'rasa', 'pytorch', 'mindsdb', 'AutoViz', 'Auto_ViML', 'spammy', 'pytensor', 'ViZDoom', 'nalp', 'numpy', 'pattern', 'catboost', 'mlflow', 'pytorch', 'mindsdb', 'deepface', 'PyTorchCV', 'cornac', 'machine-learning', 'danswerai', 'rasa', 'pytorch', 'mindsdb', 'AutoViz', 'Auto_ViML', 'spammy', 'pytensor', 'ViZDoom', 'nalp', 'numpy', 'pattern', 'catboost', 'danswerai', 'rasa', 'pytorch', 'mindsdb', 'AutoViz', 'Auto_ViML', 'spammy', 'pytensor', 'ViZDoom', 'nalp', 'numpy', 'pattern', 'catboost', 'danswerai', 'rasa', 'pytorch', 'mindsdb', 'AutoViz', 'Auto_ViML', 'spammy', 'pytensor', 'ViZDoom', 'nalp', 'numpy', 'pattern', 'catboost', 'mlflow', 'open-webui', 'litellm', 'danswerai', 'mindsdb', 'pytorch-lightning', 'deepface', 'PyTorchCV', 'DIGITS', 'streamlit', 'aim', 'xcessiv', 'joliGEN', 'danswerai', 'rasa', 'pytorch', 'mindsdb', 'AutoViz', 'Auto_ViML', 'spammy', 'pytensor', 'ViZDoom', 'nalp', 'numpy', 'pattern', 'catboost']"
145,category,1006,Bad Coding Practices,8,"['CompreFace', 'bokeh', 'caffe', 'mindsdb', 'evidently', 'xcessiv', 'face_recognition']"
146,category,1009,Audit,138,"['determined', 'mlflow', 'ray', 'bokeh', 'open-webui', 'xgboost', 'litellm', 'cortex', 'DI-engine', 'streamlit', 'aim', 'catboost', 'typer']"
147,category,1010,Authenticate Actors,12,"['couler', 'determined', 'ray', 'litellm', 'streamlit', 'catboost']"
148,category,1011,Authorize Actors,157,"['determined', 'mlflow', 'ray', 'bokeh', 'open-webui', 'xgboost', 'litellm', 'cortex', 'DI-engine', 'mindsdb', 'langflow', 'streamlit', 'aim', 'catboost', 'feast', 'typer', 'determined', 'mlflow', 'ray', 'bokeh', 'open-webui', 'xgboost', 'litellm', 'cortex', 'DI-engine', 'mindsdb', 'langflow', 'streamlit', 'aim', 'catboost', 'feast', 'typer']"
149,category,1013,Encrypt Data,212,"['determined', 'mlflow', 'ray', 'bokeh', 'open-webui', 'xgboost', 'litellm', 'cortex', 'DI-engine', 'mindsdb', 'langflow', 'streamlit', 'aim', 'catboost', 'feast', 'typer', 'determined', 'mlflow', 'ray', 'mindsdb', 'langflow', 'catboost', 'feast', 'determined', 'mlflow', 'ray', 'bokeh', 'open-webui', 'xgboost', 'litellm', 'cortex', 'DI-engine', 'mindsdb', 'langflow', 'streamlit', 'aim', 'catboost', 'feast', 'typer', 'couler', 'determined', 'ray', 'litellm', 'mindsdb', 'streamlit', 'catboost', 'couler', 'determined', 'ray', 'litellm', 'streamlit', 'catboost', 'couler', 'determined', 'ray', 'litellm', 'mindsdb', 'streamlit', 'catboost', 'couler', 'determined', 'ray', 'litellm', 'mindsdb', 'streamlit', 'catboost']"
150,category,1014,Identify Actors,6,"['ray', 'catboost']"
151,category,1015,Limit Access,123,"['ray', 'machine-learning', 'open-webui', 'litellm', 'danswerai', 'pytorch', 'mindsdb', 'deepface', 'blaze', 'evidently', 'superset', 'DIGITS', 'ColossalAI', 'catboost', 'joliGEN', 'mlflow', 'open-webui', 'litellm', 'danswerai', 'mindsdb', 'pytorch-lightning', 'deepface', 'PyTorchCV', 'DIGITS', 'streamlit', 'aim', 'xcessiv', 'joliGEN']"
152,category,1019,Validate Inputs,195,"['danswerai', 'rasa', 'pytorch', 'mindsdb', 'AutoViz', 'Auto_ViML', 'spammy', 'pytensor', 'ViZDoom', 'nalp', 'numpy', 'pattern', 'catboost', 'mlflow', 'pytorch', 'mindsdb', 'deepface', 'PyTorchCV', 'cornac', 'machine-learning', 'danswerai', 'rasa', 'pytorch', 'mindsdb', 'AutoViz', 'Auto_ViML', 'spammy', 'pytensor', 'ViZDoom', 'nalp', 'numpy', 'pattern', 'catboost', 'face_recognition', 'DIGITS', 'superset', 'open-webui', 'cornac', 'open-webui', 'cornac', 'ray', 'superset', 'mars', 'danswerai', 'rasa', 'pytorch', 'mindsdb', 'AutoViz', 'Auto_ViML', 'spammy', 'pytensor', 'ViZDoom', 'nalp', 'numpy', 'pattern', 'catboost', 'danswerai', 'rasa', 'pytorch', 'mindsdb', 'AutoViz', 'Auto_ViML', 'spammy', 'pytensor', 'ViZDoom', 'nalp', 'numpy', 'pattern', 'catboost', 'mlflow', 'open-webui', 'litellm', 'danswerai', 'mindsdb', 'pytorch-lightning', 'deepface', 'PyTorchCV', 'DIGITS', 'streamlit', 'aim', 'xcessiv', 'joliGEN', 'danswerai', 'rasa', 'pytorch', 'mindsdb', 'AutoViz', 'Auto_ViML', 'spammy', 'pytensor', 'ViZDoom', 'nalp', 'numpy', 'pattern', 'catboost']"
